Datetime,Open,High,Low,Close,Volume
2026-05-19T09:15:00+05:30,150.61,151.23,149.28,150.24,1780275
2026-05-19T09:30:00+05:30,150.3,151.65,149.02,151.08,1915925
2026-05-19T09:45:00+05:30,151.11,151.15,150.25,150.25,763924
2026-05-19T10:00:00+05:30,150.26,151.8,150.11,151.2,1518259
2026-05-19T10:15:00+05:30,151.2,151.21,150.6,150.94,656463
2026-05-19T10:30:00+05:30,150.94,151.18,150.7,150.96,792847
2026-05-19T10:45:00+05:30,150.96,151.95,150.95,151.72,1094956
2026-05-19T11:00:00+05:30,151.72,151.79,151.1,151.13,534920
2026-05-19T11:15:00+05:30,151.13,151.85,151.05,151.75,893745
2026-05-19T11:30:00+05:30,151.75,152.39,151.47,152.31,941498
2026-05-19T11:45:00+05:30,152.33,153.16,152.31,152.36,1028783
2026-05-19T12:00:00+05:30,152.36,153.0,152.13,152.74,606931
2026-05-19T12:15:00+05:30,152.71,152.89,152.45,152.81,584865
2026-05-19T12:30:00+05:30,152.76,152.85,152.47,152.51,439770
2026-05-19T12:45:00+05:30,152.48,152.53,152.01,152.15,473282
2026-05-19T13:00:00+05:30,152.17,152.32,151.75,151.91,478536
2026-05-19T13:15:00+05:30,151.91,152.25,151.7,151.83,489372
2026-05-19T13:30:00+05:30,151.81,152.01,151.42,151.82,570581
2026-05-19T13:45:00+05:30,151.8,152.15,151.58,151.73,492653
2026-05-19T14:00:00+05:30,151.73,152.19,151.71,152.0,521822
2026-05-19T14:15:00+05:30,151.96,152.08,151.82,151.88,443876
2026-05-19T14:30:00+05:30,151.86,151.99,151.5,151.5,615239
2026-05-19T14:45:00+05:30,151.5,151.88,151.27,151.78,803149
2026-05-19T15:00:00+05:30,151.79,151.88,151.36,151.62,1340928
2026-05-19T15:15:00+05:30,151.62,151.71,151.16,151.24,1785194
