Datetime,Open,High,Low,Close,Volume
2026-05-19T09:15:00+05:30,2242.0,2273.7,2242.0,2266.1,60509
2026-05-19T09:30:00+05:30,2266.5,2266.9,2250.2,2262.4,35516
2026-05-19T09:45:00+05:30,2262.1,2264.9,2259.0,2261.6,16381
2026-05-19T10:00:00+05:30,2262.0,2272.4,2259.2,2270.8,31318
2026-05-19T10:15:00+05:30,2270.7,2278.5,2270.0,2278.2,40645
2026-05-19T10:30:00+05:30,2278.4,2282.0,2276.1,2279.8,32054
2026-05-19T10:45:00+05:30,2279.8,2282.0,2274.4,2280.6,19795
2026-05-19T11:00:00+05:30,2280.7,2280.7,2268.1,2269.2,21697
2026-05-19T11:15:00+05:30,2269.3,2269.8,2261.6,2264.5,41582
2026-05-19T11:30:00+05:30,2264.5,2265.6,2262.0,2264.6,17372
2026-05-19T11:45:00+05:30,2264.6,2264.6,2261.0,2263.6,19488
2026-05-19T12:00:00+05:30,2263.6,2263.7,2255.0,2255.3,19996
2026-05-19T12:15:00+05:30,2255.3,2256.7,2250.2,2252.3,17971
2026-05-19T12:30:00+05:30,2252.7,2255.8,2250.0,2255.5,14361
2026-05-19T12:45:00+05:30,2255.5,2259.0,2254.9,2256.0,18956
2026-05-19T13:00:00+05:30,2256.0,2258.3,2252.2,2253.9,20084
2026-05-19T13:15:00+05:30,2253.9,2257.6,2252.0,2253.0,24881
2026-05-19T13:30:00+05:30,2253.0,2256.0,2252.0,2252.0,17826
2026-05-19T13:45:00+05:30,2252.2,2255.8,2251.8,2253.2,20767
2026-05-19T14:00:00+05:30,2253.3,2256.7,2246.6,2248.2,38156
2026-05-19T14:15:00+05:30,2248.6,2248.6,2242.0,2243.2,177240
2026-05-19T14:30:00+05:30,2243.6,2245.7,2240.1,2241.8,35469
2026-05-19T14:45:00+05:30,2241.8,2243.3,2237.2,2238.9,36153
2026-05-19T15:00:00+05:30,2239.0,2239.3,2231.5,2233.0,187911
2026-05-19T15:15:00+05:30,2233.1,2235.0,2229.5,2231.6,156229
