Datetime,Open,High,Low,Close,Volume
2026-05-19T09:15:00+05:30,127.75,128.2,127.02,128.12,690786
2026-05-19T09:30:00+05:30,128.13,129.28,127.37,128.72,645558
2026-05-19T09:45:00+05:30,128.72,128.84,128.25,128.25,268638
2026-05-19T10:00:00+05:30,128.31,129.09,128.17,128.81,218098
2026-05-19T10:15:00+05:30,128.84,129.4,128.84,129.24,220256
2026-05-19T10:30:00+05:30,129.23,129.29,129.01,129.13,113879
2026-05-19T10:45:00+05:30,129.1,129.35,129.02,129.2,98646
2026-05-19T11:00:00+05:30,129.21,129.23,128.58,128.6,172182
2026-05-19T11:15:00+05:30,128.62,128.71,128.46,128.62,91896
2026-05-19T11:30:00+05:30,128.65,128.87,128.4,128.86,89950
2026-05-19T11:45:00+05:30,128.87,128.98,128.73,128.88,71116
2026-05-19T12:00:00+05:30,128.88,128.88,128.63,128.74,60299
2026-05-19T12:15:00+05:30,128.7,128.74,128.43,128.58,70624
2026-05-19T12:30:00+05:30,128.64,128.88,128.51,128.54,46943
2026-05-19T12:45:00+05:30,128.54,128.68,128.34,128.4,87920
2026-05-19T13:00:00+05:30,128.45,128.49,128.17,128.17,104884
2026-05-19T13:15:00+05:30,128.17,128.45,128.06,128.38,87356
2026-05-19T13:30:00+05:30,128.33,128.4,128.05,128.18,69261
2026-05-19T13:45:00+05:30,128.23,128.49,128.14,128.2,49944
2026-05-19T14:00:00+05:30,128.2,128.7,128.16,128.36,111331
2026-05-19T14:15:00+05:30,128.32,128.49,128.31,128.38,52907
2026-05-19T14:30:00+05:30,128.43,128.43,127.71,127.78,158134
2026-05-19T14:45:00+05:30,127.79,128.26,127.71,128.25,149101
2026-05-19T15:00:00+05:30,128.25,128.25,127.82,127.82,221103
2026-05-19T15:15:00+05:30,127.9,127.98,127.42,127.42,319082
