Datetime,Open,High,Low,Close,Volume
2026-05-19T09:15:00+05:30,363.15,369.0,362.55,368.65,667065
2026-05-19T09:30:00+05:30,368.65,368.85,364.65,368.6,340154
2026-05-19T09:45:00+05:30,368.7,368.85,365.75,365.95,155100
2026-05-19T10:00:00+05:30,365.85,369.3,365.85,368.95,442908
2026-05-19T10:15:00+05:30,368.95,369.9,368.55,369.75,144780
2026-05-19T10:30:00+05:30,369.65,369.95,369.25,369.65,109558
2026-05-19T10:45:00+05:30,369.65,370.7,368.75,370.4,149243
2026-05-19T11:00:00+05:30,370.3,371.0,370.0,370.65,117194
2026-05-19T11:15:00+05:30,370.6,371.45,370.4,370.55,103458
2026-05-19T11:30:00+05:30,370.5,370.65,369.65,370.15,115575
2026-05-19T11:45:00+05:30,370.0,371.8,369.8,371.2,177445
2026-05-19T12:00:00+05:30,371.15,371.35,370.2,371.05,170757
2026-05-19T12:15:00+05:30,371.05,371.5,370.55,371.25,173520
2026-05-19T12:30:00+05:30,371.2,372.4,370.8,371.05,198029
2026-05-19T12:45:00+05:30,371.05,371.2,369.6,369.7,191525
2026-05-19T13:00:00+05:30,369.7,370.2,369.15,370.05,88142
2026-05-19T13:15:00+05:30,370.0,370.75,369.85,370.7,71249
2026-05-19T13:30:00+05:30,370.7,372.0,370.0,371.85,196580
2026-05-19T13:45:00+05:30,371.8,372.35,371.4,371.65,663077
2026-05-19T14:00:00+05:30,371.65,372.25,371.55,371.75,148891
2026-05-19T14:15:00+05:30,371.7,372.3,371.15,372.1,129989
2026-05-19T14:30:00+05:30,372.1,372.3,371.1,371.4,184810
2026-05-19T14:45:00+05:30,371.35,371.55,370.85,371.3,198904
2026-05-19T15:00:00+05:30,371.4,371.55,370.4,371.0,488135
2026-05-19T15:15:00+05:30,370.85,371.25,370.6,371.15,349762
