Datetime,Open,High,Low,Close,Volume
2026-05-19T09:15:00+05:30,8030.0,8093.5,7983.0,8081.5,18221
2026-05-19T09:30:00+05:30,8082.0,8083.5,8034.0,8053.0,7973
2026-05-19T09:45:00+05:30,8053.0,8059.5,8032.0,8040.5,8266
2026-05-19T10:00:00+05:30,8037.0,8066.0,8036.0,8052.5,10134
2026-05-19T10:15:00+05:30,8054.0,8077.0,8051.5,8065.5,3911
2026-05-19T10:30:00+05:30,8068.0,8080.0,8050.0,8054.0,6038
2026-05-19T10:45:00+05:30,8054.0,8069.5,8041.5,8061.0,9235
2026-05-19T11:00:00+05:30,8058.5,8069.5,8055.0,8055.0,4538
2026-05-19T11:15:00+05:30,8055.0,8063.5,8047.5,8054.0,19398
2026-05-19T11:30:00+05:30,8053.0,8064.5,8049.5,8062.0,5052
2026-05-19T11:45:00+05:30,8061.5,8085.0,8059.5,8074.0,11601
2026-05-19T12:00:00+05:30,8070.5,8083.0,8065.0,8080.5,8030
2026-05-19T12:15:00+05:30,8079.0,8085.5,8073.0,8077.0,3605
2026-05-19T12:30:00+05:30,8077.0,8084.0,8076.0,8077.5,4754
2026-05-19T12:45:00+05:30,8077.0,8077.0,8030.5,8034.5,23788
2026-05-19T13:00:00+05:30,8034.5,8045.0,8025.0,8039.0,18401
2026-05-19T13:15:00+05:30,8036.5,8047.0,8031.5,8037.5,13870
2026-05-19T13:30:00+05:30,8037.5,8046.0,8020.0,8031.5,15134
2026-05-19T13:45:00+05:30,8031.5,8036.0,8014.0,8020.5,11455
2026-05-19T14:00:00+05:30,8018.5,8043.0,8017.5,8032.0,12383
2026-05-19T14:15:00+05:30,8030.0,8042.0,8016.5,8035.0,31888
2026-05-19T14:30:00+05:30,8037.0,8046.5,8018.5,8022.5,17113
2026-05-19T14:45:00+05:30,8022.5,8037.0,8014.5,8036.0,21630
2026-05-19T15:00:00+05:30,8034.5,8034.5,8012.0,8022.0,44089
2026-05-19T15:15:00+05:30,8022.0,8037.5,8012.5,8034.5,59660
