Datetime,Open,High,Low,Close,Volume
2026-05-19T09:15:00+05:30,266.0,270.0,264.8,269.2,160088
2026-05-19T09:30:00+05:30,269.2,269.5,267.5,268.9,83758
2026-05-19T09:45:00+05:30,269.05,269.8,268.45,268.45,75663
2026-05-19T10:00:00+05:30,268.6,269.25,268.35,268.85,20455
2026-05-19T10:15:00+05:30,268.95,269.45,267.5,267.5,89775
2026-05-19T10:30:00+05:30,267.6,268.0,267.1,267.75,40686
2026-05-19T10:45:00+05:30,267.8,268.2,267.4,267.95,52073
2026-05-19T11:00:00+05:30,267.95,268.0,267.55,267.55,25371
2026-05-19T11:15:00+05:30,267.55,267.7,267.1,267.5,20347
2026-05-19T11:30:00+05:30,267.6,268.0,267.3,267.95,15444
2026-05-19T11:45:00+05:30,267.95,268.0,267.45,267.65,16464
2026-05-19T12:00:00+05:30,267.65,267.75,267.3,267.4,11567
2026-05-19T12:15:00+05:30,267.45,267.85,267.3,267.6,22011
2026-05-19T12:30:00+05:30,267.6,267.8,266.6,267.5,35104
2026-05-19T12:45:00+05:30,267.55,267.55,266.1,266.15,32495
2026-05-19T13:00:00+05:30,266.2,266.35,265.75,265.85,30044
2026-05-19T13:15:00+05:30,265.85,266.05,265.75,266.0,13109
2026-05-19T13:30:00+05:30,266.05,266.3,265.45,265.8,37651
2026-05-19T13:45:00+05:30,265.9,266.25,265.75,265.75,18370
2026-05-19T14:00:00+05:30,265.8,266.4,265.75,266.15,20753
2026-05-19T14:15:00+05:30,266.15,266.85,266.0,266.6,48788
2026-05-19T14:30:00+05:30,266.65,266.65,265.5,265.95,149705
2026-05-19T14:45:00+05:30,266.0,266.0,265.55,265.85,32323
2026-05-19T15:00:00+05:30,265.85,266.0,264.65,265.2,144210
2026-05-19T15:15:00+05:30,265.2,265.6,264.7,265.15,175372
