Price,Close,High,Low,Open,Volume
Ticker,CHOLAFIN.NS,CHOLAFIN.NS,CHOLAFIN.NS,CHOLAFIN.NS,CHOLAFIN.NS
Datetime,,,,,
2026-02-24 03:45:00+00:00,1686.5999755859375,1696.9000244140625,1681.5,1683.5999755859375,32189
2026-02-24 04:00:00+00:00,1676.699951171875,1686.300048828125,1674.699951171875,1686.0,96378
2026-02-24 04:15:00+00:00,1679.300048828125,1681.5,1675.300048828125,1675.800048828125,70928
2026-02-24 04:30:00+00:00,1673.0,1680.5,1669.4000244140625,1678.300048828125,139073
2026-02-24 04:45:00+00:00,1695.4000244140625,1695.4000244140625,1664.300048828125,1672.5999755859375,739382
2026-02-24 05:00:00+00:00,1693.5999755859375,1695.800048828125,1690.0999755859375,1695.800048828125,29091
2026-02-24 05:15:00+00:00,1697.0,1697.9000244140625,1693.5999755859375,1693.5999755859375,47775
2026-02-24 05:30:00+00:00,1711.0,1711.199951171875,1696.800048828125,1697.0,49631
2026-02-24 05:45:00+00:00,1714.4000244140625,1714.4000244140625,1707.0,1711.0,29601
2026-02-24 06:00:00+00:00,1714.699951171875,1715.5999755859375,1710.0,1714.5999755859375,40695
2026-02-24 06:15:00+00:00,1718.300048828125,1718.5,1711.5,1714.5,30317
2026-02-24 06:30:00+00:00,1714.0999755859375,1720.0,1710.5999755859375,1718.0,45478
2026-02-24 06:45:00+00:00,1714.0999755859375,1715.9000244140625,1711.0999755859375,1713.199951171875,18007
2026-02-24 07:00:00+00:00,1716.300048828125,1717.5999755859375,1712.699951171875,1713.9000244140625,15770
2026-02-24 07:15:00+00:00,1716.4000244140625,1719.4000244140625,1714.4000244140625,1716.199951171875,14601
2026-02-24 07:30:00+00:00,1720.800048828125,1722.300048828125,1713.0,1716.4000244140625,42470
2026-02-24 07:45:00+00:00,1721.300048828125,1724.4000244140625,1719.800048828125,1720.800048828125,20170
2026-02-24 08:00:00+00:00,1720.0,1721.9000244140625,1717.5,1720.4000244140625,33790
2026-02-24 08:15:00+00:00,1724.300048828125,1725.5999755859375,1719.5,1719.9000244140625,25972
2026-02-24 08:30:00+00:00,1724.800048828125,1725.5,1722.300048828125,1724.300048828125,13180
2026-02-24 08:45:00+00:00,1721.0999755859375,1725.800048828125,1720.5,1724.5,31136
2026-02-24 09:00:00+00:00,1719.5,1722.0,1718.4000244140625,1720.699951171875,48635
2026-02-24 09:15:00+00:00,1727.0999755859375,1729.800048828125,1718.800048828125,1720.5,65150
2026-02-24 09:30:00+00:00,1735.0,1737.0,1727.9000244140625,1728.0999755859375,123135
2026-02-24 09:45:00+00:00,1735.0999755859375,1740.0,1731.5999755859375,1733.9000244140625,172157
2026-02-25 03:45:00+00:00,1727.699951171875,1743.699951171875,1727.699951171875,1743.699951171875,28571
2026-02-25 04:00:00+00:00,1743.4000244140625,1745.5999755859375,1727.5999755859375,1728.300048828125,43504
2026-02-25 04:15:00+00:00,1743.800048828125,1751.800048828125,1742.699951171875,1743.4000244140625,32659
2026-02-25 04:30:00+00:00,1751.0,1751.0,1742.0999755859375,1743.699951171875,14159
2026-02-25 04:45:00+00:00,1748.0,1753.300048828125,1748.0,1751.0,24971
2026-02-25 05:00:00+00:00,1736.5999755859375,1748.5,1735.699951171875,1748.0,48167
2026-02-25 05:15:00+00:00,1745.4000244140625,1748.0,1734.0,1736.699951171875,52474
2026-02-25 05:30:00+00:00,1747.300048828125,1750.199951171875,1744.5,1745.4000244140625,43099
2026-02-25 05:45:00+00:00,1744.199951171875,1748.0,1743.5999755859375,1747.699951171875,15594
2026-02-25 06:00:00+00:00,1746.199951171875,1748.699951171875,1743.9000244140625,1744.0999755859375,11423
2026-02-25 06:15:00+00:00,1747.4000244140625,1749.800048828125,1745.9000244140625,1745.9000244140625,13004
2026-02-25 06:30:00+00:00,1748.5999755859375,1749.0999755859375,1746.4000244140625,1747.5999755859375,13107
2026-02-25 06:45:00+00:00,1746.5999755859375,1751.800048828125,1745.0,1748.5,19116
2026-02-25 07:00:00+00:00,1742.0,1747.300048828125,1739.0,1746.9000244140625,22684
2026-02-25 07:15:00+00:00,1739.5,1742.199951171875,1736.9000244140625,1742.0999755859375,13941
2026-02-25 07:30:00+00:00,1741.4000244140625,1742.4000244140625,1737.5999755859375,1739.5,14043
2026-02-25 07:45:00+00:00,1742.0,1743.199951171875,1739.5999755859375,1741.5,21031
2026-02-25 08:00:00+00:00,1741.0999755859375,1743.0999755859375,1739.199951171875,1741.9000244140625,17479
2026-02-25 08:15:00+00:00,1741.800048828125,1747.0,1740.0,1740.800048828125,33276
2026-02-25 08:30:00+00:00,1742.0999755859375,1743.5,1737.9000244140625,1741.5999755859375,13832
2026-02-25 08:45:00+00:00,1747.5,1748.5,1742.699951171875,1742.800048828125,15655
2026-02-25 09:00:00+00:00,1747.199951171875,1752.0,1746.5,1747.5,25051
2026-02-25 09:15:00+00:00,1750.0,1750.0,1745.800048828125,1747.199951171875,23981
2026-02-25 09:30:00+00:00,1754.5,1756.5999755859375,1750.5999755859375,1750.5999755859375,106353
2026-02-25 09:45:00+00:00,1754.5,1757.0,1748.300048828125,1754.199951171875,77564
2026-02-26 03:45:00+00:00,1767.5999755859375,1769.800048828125,1753.0,1756.0,42778
2026-02-26 04:00:00+00:00,1770.800048828125,1773.0999755859375,1764.699951171875,1766.800048828125,34080
2026-02-26 04:15:00+00:00,1767.5,1774.5999755859375,1759.300048828125,1770.300048828125,122491
2026-02-26 04:30:00+00:00,1696.5999755859375,1770.199951171875,1692.699951171875,1768.199951171875,580602
2026-02-26 04:45:00+00:00,1655.0,1700.0999755859375,1629.4000244140625,1699.0,1530057
2026-02-26 05:00:00+00:00,1702.199951171875,1721.300048828125,1655.0,1657.699951171875,1509454
2026-02-26 05:15:00+00:00,1704.0,1719.9000244140625,1681.199951171875,1703.800048828125,586797
2026-02-26 05:30:00+00:00,1704.9000244140625,1707.4000244140625,1698.5,1704.0,217439
2026-02-26 05:45:00+00:00,1718.5,1720.0,1703.0,1703.300048828125,472129
2026-02-26 06:00:00+00:00,1708.199951171875,1721.0,1702.800048828125,1718.5,305611
2026-02-26 06:15:00+00:00,1707.199951171875,1714.199951171875,1702.0,1707.699951171875,144163
2026-02-26 06:30:00+00:00,1701.699951171875,1708.699951171875,1699.0,1707.5,541770
