Datetime,Open,High,Low,Close,Volume
2026-05-19T09:15:00+05:30,311.95,314.0,311.05,311.3,1195737
2026-05-19T09:30:00+05:30,311.45,311.6,310.0,311.4,587308
2026-05-19T09:45:00+05:30,311.5,312.3,311.2,312.0,404005
2026-05-19T10:00:00+05:30,312.0,313.0,311.75,312.8,731260
2026-05-19T10:15:00+05:30,312.9,313.15,312.45,312.9,358813
2026-05-19T10:30:00+05:30,312.9,312.9,312.1,312.8,319339
2026-05-19T10:45:00+05:30,312.85,312.9,312.15,312.8,303340
2026-05-19T11:00:00+05:30,312.8,313.15,309.6,310.0,1978142
2026-05-19T11:15:00+05:30,310.15,310.75,308.35,310.15,1622563
2026-05-19T11:30:00+05:30,310.15,312.4,310.05,312.2,1311671
2026-05-19T11:45:00+05:30,312.25,314.25,312.1,314.05,1070654
2026-05-19T12:00:00+05:30,314.15,314.15,312.65,312.85,440014
2026-05-19T12:15:00+05:30,312.85,313.1,311.5,311.75,681112
2026-05-19T12:30:00+05:30,311.85,312.65,311.4,312.55,1026748
2026-05-19T12:45:00+05:30,312.6,312.95,311.85,311.95,398757
2026-05-19T13:00:00+05:30,312.05,312.15,311.0,311.7,316247
2026-05-19T13:15:00+05:30,311.85,312.7,311.65,311.7,488727
2026-05-19T13:30:00+05:30,311.8,312.05,311.15,311.35,416334
2026-05-19T13:45:00+05:30,311.35,311.65,311.1,311.3,302702
2026-05-19T14:00:00+05:30,311.25,312.0,311.15,311.9,322373
2026-05-19T14:15:00+05:30,311.9,312.1,311.4,311.8,503195
2026-05-19T14:30:00+05:30,311.8,312.0,311.4,311.6,443124
2026-05-19T14:45:00+05:30,311.6,311.95,311.2,311.25,405824
2026-05-19T15:00:00+05:30,311.4,311.4,310.1,310.55,904055
2026-05-19T15:15:00+05:30,310.55,310.55,309.35,309.85,816796
