timestamp,scan_id,symbol,side,entry,sl,target,rr,score,rank_score,confirmations,reason,alert_sent,market_status
2026-05-04 16:42:47,20260504_164140,BAJAJ-AUTO.NS,LONG,10144.5,10120.0,10193.5,2.0,2.02,22.48,Trend: UP | Momentum: OK | Structure: OK | Relative Strength: OK | Breakout: OK | Volume Score: 0.25 | Strength Score: -1.72 | Compression Score: 7.54 | Trigger: WAITING,"BAJAJ-AUTO.NS passed TITAN setup scan | Side: LONG | Trend: UP | Final Score: 2.02 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:42:47,20260504_164140,BAJAJHLDNG.NS,LONG,10443.0,10412.0,10505.0,2.0,1.89,22.29,Trend: UP | Momentum: OK | Structure: OK | Relative Strength: OK | Breakout: OK | Volume Score: 0.22 | Strength Score: -1.91 | Compression Score: 7.35 | Trigger: WAITING,"BAJAJHLDNG.NS passed TITAN setup scan | Side: LONG | Trend: UP | Final Score: 1.89 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,RELIANCE.NS,LONG,1463.1,1446.7,1495.9,2.0,3.29,23.29,,"RELIANCE.NS passed TITAN setup scan | Side: LONG | Trend: UP | Final Score: 3.29 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",True,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,ONGC.NS,SHORT,294.0,294.5,293.0,2.0,3.23,23.23,,"ONGC.NS passed TITAN setup scan | Side: SHORT | Trend: DOWN | Final Score: 3.23 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",True,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,PFC.NS,SHORT,452.25,453.15,450.45,2.0,3.17,23.17,,"PFC.NS passed TITAN setup scan | Side: SHORT | Trend: DOWN | Final Score: 3.17 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",True,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,MARICO.NS,LONG,783.5,782.7,785.1,2.0,3.12,23.12,,"MARICO.NS passed TITAN setup scan | Side: LONG | Trend: UP | Final Score: 3.12 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,APOLLOHOSP.NS,LONG,7753.5,7749.5,7761.5,2.0,3.1,23.1,,"APOLLOHOSP.NS passed TITAN setup scan | Side: LONG | Trend: UP | Final Score: 3.1 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,HAVELLS.NS,LONG,1260.0,1255.0,1270.0,2.0,3.1,23.1,,"HAVELLS.NS passed TITAN setup scan | Side: LONG | Trend: UP | Final Score: 3.1 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,DABUR.NS,SHORT,448.05,448.2,447.75,2.0,3.08,23.08,,"DABUR.NS passed TITAN setup scan | Side: SHORT | Trend: DOWN | Final Score: 3.08 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,BAJFINANCE.NS,LONG,957.6,956.6,959.6,2.0,3.04,23.04,,"BAJFINANCE.NS passed TITAN setup scan | Side: LONG | Trend: UP | Final Score: 3.04 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,HAL.NS,LONG,4576.5,4564.8,4599.9,2.0,3.04,23.04,,"HAL.NS passed TITAN setup scan | Side: LONG | Trend: UP | Final Score: 3.04 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,RECLTD.NS,SHORT,357.5,357.8,356.9,2.0,3.04,23.04,,"RECLTD.NS passed TITAN setup scan | Side: SHORT | Trend: DOWN | Final Score: 3.04 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,JINDALSTEL.NS,LONG,1264.4,1261.0,1271.2,2.0,3.0,23.0,,"JINDALSTEL.NS passed TITAN setup scan | Side: LONG | Trend: UP | Final Score: 3.0 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,SHRIRAMFIN.NS,LONG,958.35,956.0,963.05,2.0,2.98,22.98,,"SHRIRAMFIN.NS passed TITAN setup scan | Side: LONG | Trend: UP | Final Score: 2.98 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,ULTRACEMCO.NS,SHORT,11677.0,11705.0,11621.0,2.0,2.95,22.95,,"ULTRACEMCO.NS passed TITAN setup scan | Side: SHORT | Trend: DOWN | Final Score: 2.95 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,CHOLAFIN.NS,LONG,1637.1,1633.8,1643.7,2.0,2.94,22.94,,"CHOLAFIN.NS passed TITAN setup scan | Side: LONG | Trend: UP | Final Score: 2.94 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,JSWSTEEL.NS,LONG,1269.6,1268.4,1272.0,2.0,2.93,22.93,,"JSWSTEEL.NS passed TITAN setup scan | Side: LONG | Trend: UP | Final Score: 2.93 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,GODREJCP.NS,SHORT,1079.1,1080.4,1076.5,2.0,2.89,22.89,,"GODREJCP.NS passed TITAN setup scan | Side: SHORT | Trend: DOWN | Final Score: 2.89 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,ACC.NS,SHORT,1419.6,1424.7,1409.4,2.0,2.88,22.88,,"ACC.NS passed TITAN setup scan | Side: SHORT | Trend: DOWN | Final Score: 2.88 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,INFY.NS,SHORT,1168.4,1174.8,1155.6,2.0,2.82,22.82,,"INFY.NS passed TITAN setup scan | Side: SHORT | Trend: DOWN | Final Score: 2.82 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,BRITANNIA.NS,LONG,5750.0,5735.0,5780.0,2.0,2.8,22.8,,"BRITANNIA.NS passed TITAN setup scan | Side: LONG | Trend: UP | Final Score: 2.8 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,TATASTEEL.NS,SHORT,212.24,212.62,211.48,2.0,2.78,22.78,,"TATASTEEL.NS passed TITAN setup scan | Side: SHORT | Trend: DOWN | Final Score: 2.78 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
2026-05-04 16:53:01,20260504_165154,HDFCLIFE.NS,SHORT,589.0,589.7,587.6,2.0,2.77,22.77,,"HDFCLIFE.NS passed TITAN setup scan | Side: SHORT | Trend: DOWN | Final Score: 2.77 | RR: 2.0 | Market Status: {'market_ok': True, 'reason': 'Level 1 market filter active'}",False,"{""market_ok"": true, ""reason"": ""Level 1 market filter active""}"
