checked_at,timestamp,scan_id,symbol,side,entry,sl,target,rr,score,rank_score,alert_sent,current_price,outcome,pnl_points,result_reason
2026-05-04 18:14:43,2026-05-04 18:14:42,20260504_181353,ONGC.NS,SHORT,294.0,294.5,293.0,2.0,3.23,23.23,True,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:43,2026-05-04 18:14:42,20260504_181353,PFC.NS,SHORT,452.25,453.15,450.45,2.0,3.17,23.17,True,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:43,2026-05-04 18:14:42,20260504_181353,MARICO.NS,LONG,783.5,782.7,785.1,2.0,3.12,23.12,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:44,2026-05-04 18:14:42,20260504_181353,APOLLOHOSP.NS,LONG,7753.5,7749.5,7761.5,2.0,3.1,23.1,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:44,2026-05-04 18:14:42,20260504_181353,HAVELLS.NS,LONG,1260.0,1255.0,1270.0,2.0,3.1,23.1,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:45,2026-05-04 18:14:42,20260504_181353,DABUR.NS,SHORT,448.05,448.2,447.75,2.0,3.08,23.08,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:45,2026-05-04 18:14:42,20260504_181353,BAJFINANCE.NS,LONG,957.6,956.6,959.6,2.0,3.04,23.04,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:45,2026-05-04 18:14:42,20260504_181353,HAL.NS,LONG,4576.5,4564.8,4599.9,2.0,3.04,23.04,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:46,2026-05-04 18:14:42,20260504_181353,RECLTD.NS,SHORT,357.5,357.8,356.9,2.0,3.04,23.04,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:46,2026-05-04 18:14:42,20260504_181353,JINDALSTEL.NS,LONG,1264.4,1261.0,1271.2,2.0,3.0,23.0,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:47,2026-05-04 18:14:42,20260504_181353,SHRIRAMFIN.NS,LONG,958.35,956.0,963.05,2.0,2.98,22.98,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:47,2026-05-04 18:14:42,20260504_181353,ULTRACEMCO.NS,SHORT,11677.0,11705.0,11621.0,2.0,2.95,22.95,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:47,2026-05-04 18:14:42,20260504_181353,CHOLAFIN.NS,LONG,1637.1,1633.8,1643.7,2.0,2.94,22.94,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:48,2026-05-04 18:14:42,20260504_181353,JSWSTEEL.NS,LONG,1269.6,1268.4,1272.0,2.0,2.93,22.93,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:48,2026-05-04 18:14:42,20260504_181353,GODREJCP.NS,SHORT,1079.1,1080.4,1076.5,2.0,2.89,22.89,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:48,2026-05-04 18:14:42,20260504_181353,ACC.NS,SHORT,1419.6,1424.7,1409.4,2.0,2.88,22.88,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:49,2026-05-04 18:14:42,20260504_181353,INFY.NS,SHORT,1168.4,1174.8,1155.6,2.0,2.82,22.82,False,1168.4,OPEN,0.0,SHORT trade still open
2026-05-04 18:14:49,2026-05-04 18:14:42,20260504_181353,BRITANNIA.NS,LONG,5750.0,5735.0,5780.0,2.0,2.8,22.8,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:50,2026-05-04 18:14:42,20260504_181353,TATASTEEL.NS,SHORT,212.24,212.62,211.48,2.0,2.78,22.78,False,212.24,OPEN,0.0,SHORT trade still open
2026-05-04 18:14:50,2026-05-04 18:14:42,20260504_181353,HDFCLIFE.NS,SHORT,589.0,589.7,587.6,2.0,2.77,22.77,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:50,2026-05-04 18:14:42,20260504_181353,TCS.NS,SHORT,2431.3,2436.7,2420.5,2.0,2.71,22.71,False,2431.3,OPEN,0.0,SHORT trade still open
2026-05-04 18:14:51,2026-05-04 18:14:42,20260504_181353,M&M.NS,SHORT,3105.7,3111.5,3094.1,2.0,2.67,22.67,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:51,2026-05-04 18:14:42,20260504_181353,ABB.NS,LONG,7279.5,7264.5,7309.5,2.0,2.67,22.67,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:51,2026-05-04 18:14:42,20260504_181353,TECHM.NS,LONG,1461.2,1459.2,1465.2,2.0,2.63,22.63,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:52,2026-05-04 18:14:42,20260504_181353,HDFCAMC.NS,SHORT,2734.8,2739.2,2726.0,2.0,2.62,22.62,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:52,2026-05-04 18:14:42,20260504_181353,TITAN.NS,SHORT,4368.5,4375.2,4355.1,2.0,2.61,22.61,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:53,2026-05-04 18:14:42,20260504_181353,BANKBARODA.NS,LONG,267.65,267.15,268.65,2.0,2.57,22.57,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:53,2026-05-04 18:14:42,20260504_181353,INDIGO.NS,SHORT,4287.7,4292.2,4278.7,2.0,2.55,22.55,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:53,2026-05-04 18:14:42,20260504_181353,SIEMENS.NS,LONG,3886.4,3874.3,3910.6,2.0,2.53,22.53,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:54,2026-05-04 18:14:42,20260504_181353,PIIND.NS,SHORT,3059.4,3065.2,3047.8,2.0,2.28,22.28,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:54,2026-05-04 18:14:42,20260504_181353,TRENT.NS,SHORT,4093.3,4101.4,4077.1,2.0,2.21,22.21,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:55,2026-05-04 18:14:42,20260504_181353,BHARTIARTL.NS,SHORT,1827.1,1843.3,1794.7,2.0,2.19,22.19,False,1827.1,OPEN,0.0,SHORT trade still open
2026-05-04 18:14:55,2026-05-04 18:14:42,20260504_181353,HEROMOTOCO.NS,SHORT,5076.0,5085.0,5058.0,2.0,2.07,22.07,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:55,2026-05-04 18:14:42,20260504_181353,BAJAJ-AUTO.NS,LONG,10144.5,10120.0,10193.5,2.0,2.02,22.02,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:14:56,2026-05-04 18:14:42,20260504_181353,BAJAJHLDNG.NS,LONG,10443.0,10412.0,10505.0,2.0,1.89,21.89,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:35,2026-05-04 18:21:35,20260504_182044,RELIANCE.NS,LONG,1463.1,1446.7,1495.9,2.0,3.29,23.29,True,1463.1,OPEN,0.0,LONG trade still open
2026-05-04 18:21:36,2026-05-04 18:21:35,20260504_182044,ONGC.NS,SHORT,294.0,294.5,293.0,2.0,3.23,23.23,True,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:36,2026-05-04 18:21:35,20260504_182044,PFC.NS,SHORT,452.25,453.15,450.45,2.0,3.17,23.17,True,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:36,2026-05-04 18:21:35,20260504_182044,MARICO.NS,LONG,783.5,782.7,785.1,2.0,3.12,23.12,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:37,2026-05-04 18:21:35,20260504_182044,APOLLOHOSP.NS,LONG,7753.5,7749.5,7761.5,2.0,3.1,23.1,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:37,2026-05-04 18:21:35,20260504_182044,HAVELLS.NS,LONG,1260.0,1255.0,1270.0,2.0,3.1,23.1,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:38,2026-05-04 18:21:35,20260504_182044,DABUR.NS,SHORT,448.05,448.2,447.75,2.0,3.08,23.08,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:38,2026-05-04 18:21:35,20260504_182044,BAJFINANCE.NS,LONG,957.6,956.6,959.6,2.0,3.04,23.04,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:38,2026-05-04 18:21:35,20260504_182044,HAL.NS,LONG,4576.5,4564.8,4599.9,2.0,3.04,23.04,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:39,2026-05-04 18:21:35,20260504_182044,RECLTD.NS,SHORT,357.5,357.8,356.9,2.0,3.04,23.04,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:39,2026-05-04 18:21:35,20260504_182044,JINDALSTEL.NS,LONG,1264.4,1261.0,1271.2,2.0,3.0,23.0,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:40,2026-05-04 18:21:35,20260504_182044,SHRIRAMFIN.NS,LONG,958.35,956.0,963.05,2.0,2.98,22.98,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:40,2026-05-04 18:21:35,20260504_182044,ULTRACEMCO.NS,SHORT,11677.0,11705.0,11621.0,2.0,2.95,22.95,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:40,2026-05-04 18:21:35,20260504_182044,CHOLAFIN.NS,LONG,1637.1,1633.8,1643.7,2.0,2.94,22.94,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:41,2026-05-04 18:21:35,20260504_182044,JSWSTEEL.NS,LONG,1269.6,1268.4,1272.0,2.0,2.93,22.93,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:41,2026-05-04 18:21:35,20260504_182044,GODREJCP.NS,SHORT,1079.1,1080.4,1076.5,2.0,2.89,22.89,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:41,2026-05-04 18:21:35,20260504_182044,ACC.NS,SHORT,1419.6,1424.7,1409.4,2.0,2.88,22.88,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:42,2026-05-04 18:21:35,20260504_182044,INFY.NS,SHORT,1168.4,1174.8,1155.6,2.0,2.82,22.82,False,1168.4,OPEN,0.0,SHORT trade still open
2026-05-04 18:21:42,2026-05-04 18:21:35,20260504_182044,BRITANNIA.NS,LONG,5750.0,5735.0,5780.0,2.0,2.8,22.8,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:42,2026-05-04 18:21:35,20260504_182044,TATASTEEL.NS,SHORT,212.24,212.62,211.48,2.0,2.78,22.78,False,212.24,OPEN,0.0,SHORT trade still open
2026-05-04 18:21:43,2026-05-04 18:21:35,20260504_182044,HDFCLIFE.NS,SHORT,589.0,589.7,587.6,2.0,2.77,22.77,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:43,2026-05-04 18:21:35,20260504_182044,TCS.NS,SHORT,2431.3,2436.7,2420.5,2.0,2.71,22.71,False,2431.3,OPEN,0.0,SHORT trade still open
2026-05-04 18:21:44,2026-05-04 18:21:35,20260504_182044,M&M.NS,SHORT,3105.7,3111.5,3094.1,2.0,2.67,22.67,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:44,2026-05-04 18:21:35,20260504_182044,ABB.NS,LONG,7279.5,7264.5,7309.5,2.0,2.67,22.67,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:44,2026-05-04 18:21:35,20260504_182044,TECHM.NS,LONG,1461.2,1459.2,1465.2,2.0,2.63,22.63,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:45,2026-05-04 18:21:35,20260504_182044,HDFCAMC.NS,SHORT,2734.8,2739.2,2726.0,2.0,2.62,22.62,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:45,2026-05-04 18:21:35,20260504_182044,TITAN.NS,SHORT,4368.5,4375.2,4355.1,2.0,2.61,22.61,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:46,2026-05-04 18:21:35,20260504_182044,BANKBARODA.NS,LONG,267.65,267.15,268.65,2.0,2.57,22.57,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:46,2026-05-04 18:21:35,20260504_182044,INDIGO.NS,SHORT,4287.7,4292.2,4278.7,2.0,2.55,22.55,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:47,2026-05-04 18:21:35,20260504_182044,SIEMENS.NS,LONG,3886.4,3874.3,3910.6,2.0,2.53,22.53,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:47,2026-05-04 18:21:35,20260504_182044,PIIND.NS,SHORT,3059.4,3065.2,3047.8,2.0,2.28,22.28,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:48,2026-05-04 18:21:35,20260504_182044,TRENT.NS,SHORT,4093.3,4101.4,4077.1,2.0,2.21,22.21,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:48,2026-05-04 18:21:35,20260504_182044,BHARTIARTL.NS,SHORT,1827.1,1843.3,1794.7,2.0,2.19,22.19,False,1827.1,OPEN,0.0,SHORT trade still open
2026-05-04 18:21:48,2026-05-04 18:21:35,20260504_182044,HEROMOTOCO.NS,SHORT,5076.0,5085.0,5058.0,2.0,2.07,22.07,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:49,2026-05-04 18:21:35,20260504_182044,BAJAJ-AUTO.NS,LONG,10144.5,10120.0,10193.5,2.0,2.02,22.02,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:21:49,2026-05-04 18:21:35,20260504_182044,BAJAJHLDNG.NS,LONG,10443.0,10412.0,10505.0,2.0,1.89,21.89,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:01,2026-05-04 18:29:00,20260504_182810,RELIANCE.NS,LONG,1463.1,1446.7,1495.9,2.0,3.29,19.29,True,1463.1,OPEN,0.0,LONG trade still open
2026-05-04 18:29:01,2026-05-04 18:29:00,20260504_182810,ONGC.NS,SHORT,294.0,294.5,293.0,2.0,3.23,19.23,True,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:02,2026-05-04 18:29:00,20260504_182810,PFC.NS,SHORT,452.25,453.15,450.45,2.0,3.17,19.17,True,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:02,2026-05-04 18:29:00,20260504_182810,MARICO.NS,LONG,783.5,782.7,785.1,2.0,3.12,19.12,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:03,2026-05-04 18:29:00,20260504_182810,APOLLOHOSP.NS,LONG,7753.5,7749.5,7761.5,2.0,3.1,19.1,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:03,2026-05-04 18:29:00,20260504_182810,HAVELLS.NS,LONG,1260.0,1255.0,1270.0,2.0,3.1,19.1,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:03,2026-05-04 18:29:00,20260504_182810,DABUR.NS,SHORT,448.05,448.2,447.75,2.0,3.08,19.08,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:04,2026-05-04 18:29:00,20260504_182810,BAJFINANCE.NS,LONG,957.6,956.6,959.6,2.0,3.04,19.04,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:04,2026-05-04 18:29:00,20260504_182810,HAL.NS,LONG,4576.5,4564.8,4599.9,2.0,3.04,19.04,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:05,2026-05-04 18:29:00,20260504_182810,RECLTD.NS,SHORT,357.5,357.8,356.9,2.0,3.04,19.04,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:05,2026-05-04 18:29:00,20260504_182810,JINDALSTEL.NS,LONG,1264.4,1261.0,1271.2,2.0,3.0,19.0,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:06,2026-05-04 18:29:00,20260504_182810,SHRIRAMFIN.NS,LONG,958.35,956.0,963.05,2.0,2.98,18.98,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:06,2026-05-04 18:29:00,20260504_182810,ULTRACEMCO.NS,SHORT,11677.0,11705.0,11621.0,2.0,2.95,18.95,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:07,2026-05-04 18:29:00,20260504_182810,CHOLAFIN.NS,LONG,1637.1,1633.8,1643.7,2.0,2.94,18.94,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:07,2026-05-04 18:29:00,20260504_182810,JSWSTEEL.NS,LONG,1269.6,1268.4,1272.0,2.0,2.93,18.93,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:08,2026-05-04 18:29:00,20260504_182810,GODREJCP.NS,SHORT,1079.1,1080.4,1076.5,2.0,2.89,18.89,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:08,2026-05-04 18:29:00,20260504_182810,ACC.NS,SHORT,1419.6,1424.7,1409.4,2.0,2.88,18.88,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:09,2026-05-04 18:29:00,20260504_182810,INFY.NS,SHORT,1168.4,1174.8,1155.6,2.0,2.82,18.82,False,1168.4,OPEN,0.0,SHORT trade still open
2026-05-04 18:29:09,2026-05-04 18:29:00,20260504_182810,BRITANNIA.NS,LONG,5750.0,5735.0,5780.0,2.0,2.8,18.8,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:09,2026-05-04 18:29:00,20260504_182810,TATASTEEL.NS,SHORT,212.24,212.62,211.48,2.0,2.78,18.78,False,212.24,OPEN,0.0,SHORT trade still open
2026-05-04 18:29:10,2026-05-04 18:29:00,20260504_182810,HDFCLIFE.NS,SHORT,589.0,589.7,587.6,2.0,2.77,18.77,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:10,2026-05-04 18:29:00,20260504_182810,TCS.NS,SHORT,2431.3,2436.7,2420.5,2.0,2.71,18.71,False,2431.3,OPEN,0.0,SHORT trade still open
2026-05-04 18:29:11,2026-05-04 18:29:00,20260504_182810,M&M.NS,SHORT,3105.7,3111.5,3094.1,2.0,2.67,18.67,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:11,2026-05-04 18:29:00,20260504_182810,ABB.NS,LONG,7279.5,7264.5,7309.5,2.0,2.67,18.67,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:12,2026-05-04 18:29:00,20260504_182810,TECHM.NS,LONG,1461.2,1459.2,1465.2,2.0,2.63,18.63,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:12,2026-05-04 18:29:00,20260504_182810,HDFCAMC.NS,SHORT,2734.8,2739.2,2726.0,2.0,2.62,18.62,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:13,2026-05-04 18:29:00,20260504_182810,TITAN.NS,SHORT,4368.5,4375.2,4355.1,2.0,2.61,18.61,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:13,2026-05-04 18:29:00,20260504_182810,BANKBARODA.NS,LONG,267.65,267.15,268.65,2.0,2.57,18.57,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:13,2026-05-04 18:29:00,20260504_182810,INDIGO.NS,SHORT,4287.7,4292.2,4278.7,2.0,2.55,18.55,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:14,2026-05-04 18:29:00,20260504_182810,SIEMENS.NS,LONG,3886.4,3874.3,3910.6,2.0,2.53,18.53,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:14,2026-05-04 18:29:00,20260504_182810,PIIND.NS,SHORT,3059.4,3065.2,3047.8,2.0,2.28,18.28,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:15,2026-05-04 18:29:00,20260504_182810,TRENT.NS,SHORT,4093.3,4101.4,4077.1,2.0,2.21,18.21,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:15,2026-05-04 18:29:00,20260504_182810,BHARTIARTL.NS,SHORT,1827.1,1843.3,1794.7,2.0,2.19,18.19,False,1827.1,OPEN,0.0,SHORT trade still open
2026-05-04 18:29:16,2026-05-04 18:29:00,20260504_182810,HEROMOTOCO.NS,SHORT,5076.0,5085.0,5058.0,2.0,2.07,18.07,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:16,2026-05-04 18:29:00,20260504_182810,BAJAJ-AUTO.NS,LONG,10144.5,10120.0,10193.5,2.0,2.02,18.02,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:29:16,2026-05-04 18:29:00,20260504_182810,BAJAJHLDNG.NS,LONG,10443.0,10412.0,10505.0,2.0,1.89,17.89,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:14,2026-05-04 18:36:13,20260504_183521,RELIANCE.NS,LONG,1463.1,1446.7,1495.9,2.0,3.29,19.29,True,1463.1,OPEN,0.0,LONG trade still open
2026-05-04 18:36:14,2026-05-04 18:36:13,20260504_183521,ONGC.NS,SHORT,294.0,294.5,293.0,2.0,3.23,19.23,True,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:14,2026-05-04 18:36:13,20260504_183521,PFC.NS,SHORT,452.25,453.15,450.45,2.0,3.17,19.17,True,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:15,2026-05-04 18:36:13,20260504_183521,MARICO.NS,LONG,783.5,782.7,785.1,2.0,3.12,19.12,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:15,2026-05-04 18:36:13,20260504_183521,APOLLOHOSP.NS,LONG,7753.5,7749.5,7761.5,2.0,3.1,19.1,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:16,2026-05-04 18:36:13,20260504_183521,HAVELLS.NS,LONG,1260.0,1255.0,1270.0,2.0,3.1,19.1,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:16,2026-05-04 18:36:13,20260504_183521,DABUR.NS,SHORT,448.05,448.2,447.75,2.0,3.08,19.08,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:17,2026-05-04 18:36:13,20260504_183521,BAJFINANCE.NS,LONG,957.6,956.6,959.6,2.0,3.04,19.04,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:17,2026-05-04 18:36:13,20260504_183521,HAL.NS,LONG,4576.5,4564.8,4599.9,2.0,3.04,19.04,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:18,2026-05-04 18:36:13,20260504_183521,RECLTD.NS,SHORT,357.5,357.8,356.9,2.0,3.04,19.04,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:18,2026-05-04 18:36:13,20260504_183521,JINDALSTEL.NS,LONG,1264.4,1261.0,1271.2,2.0,3.0,19.0,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:19,2026-05-04 18:36:13,20260504_183521,SHRIRAMFIN.NS,LONG,958.35,956.0,963.05,2.0,2.98,18.98,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:19,2026-05-04 18:36:13,20260504_183521,ULTRACEMCO.NS,SHORT,11677.0,11705.0,11621.0,2.0,2.95,18.95,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:19,2026-05-04 18:36:13,20260504_183521,CHOLAFIN.NS,LONG,1637.1,1633.8,1643.7,2.0,2.94,18.94,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:20,2026-05-04 18:36:13,20260504_183521,JSWSTEEL.NS,LONG,1269.6,1268.4,1272.0,2.0,2.93,18.93,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:20,2026-05-04 18:36:13,20260504_183521,GODREJCP.NS,SHORT,1079.1,1080.4,1076.5,2.0,2.89,18.89,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:21,2026-05-04 18:36:13,20260504_183521,ACC.NS,SHORT,1419.6,1424.7,1409.4,2.0,2.88,18.88,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:21,2026-05-04 18:36:13,20260504_183521,INFY.NS,SHORT,1168.4,1174.8,1155.6,2.0,2.82,18.82,False,1168.4,OPEN,0.0,SHORT trade still open
2026-05-04 18:36:22,2026-05-04 18:36:13,20260504_183521,BRITANNIA.NS,LONG,5750.0,5735.0,5780.0,2.0,2.8,18.8,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:22,2026-05-04 18:36:13,20260504_183521,TATASTEEL.NS,SHORT,212.24,212.62,211.48,2.0,2.78,18.78,False,212.24,OPEN,0.0,SHORT trade still open
2026-05-04 18:36:22,2026-05-04 18:36:13,20260504_183521,HDFCLIFE.NS,SHORT,589.0,589.7,587.6,2.0,2.77,18.77,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:23,2026-05-04 18:36:13,20260504_183521,TCS.NS,SHORT,2431.3,2436.7,2420.5,2.0,2.71,18.71,False,2431.3,OPEN,0.0,SHORT trade still open
2026-05-04 18:36:23,2026-05-04 18:36:13,20260504_183521,M&M.NS,SHORT,3105.7,3111.5,3094.1,2.0,2.67,18.67,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:24,2026-05-04 18:36:13,20260504_183521,ABB.NS,LONG,7279.5,7264.5,7309.5,2.0,2.67,18.67,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:24,2026-05-04 18:36:13,20260504_183521,TECHM.NS,LONG,1461.2,1459.2,1465.2,2.0,2.63,18.63,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:24,2026-05-04 18:36:13,20260504_183521,HDFCAMC.NS,SHORT,2734.8,2739.2,2726.0,2.0,2.62,18.62,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:25,2026-05-04 18:36:13,20260504_183521,TITAN.NS,SHORT,4368.5,4375.2,4355.1,2.0,2.61,18.61,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:25,2026-05-04 18:36:13,20260504_183521,BANKBARODA.NS,LONG,267.65,267.15,268.65,2.0,2.57,18.57,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:26,2026-05-04 18:36:13,20260504_183521,INDIGO.NS,SHORT,4287.7,4292.2,4278.7,2.0,2.55,18.55,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:26,2026-05-04 18:36:13,20260504_183521,SIEMENS.NS,LONG,3886.4,3874.3,3910.6,2.0,2.53,18.53,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:27,2026-05-04 18:36:13,20260504_183521,PIIND.NS,SHORT,3059.4,3065.2,3047.8,2.0,2.28,18.28,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:27,2026-05-04 18:36:13,20260504_183521,TRENT.NS,SHORT,4093.3,4101.4,4077.1,2.0,2.21,18.21,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:27,2026-05-04 18:36:13,20260504_183521,BHARTIARTL.NS,SHORT,1827.1,1843.3,1794.7,2.0,2.19,18.19,False,1827.1,OPEN,0.0,SHORT trade still open
2026-05-04 18:36:28,2026-05-04 18:36:13,20260504_183521,HEROMOTOCO.NS,SHORT,5076.0,5085.0,5058.0,2.0,2.07,18.07,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:28,2026-05-04 18:36:13,20260504_183521,BAJAJ-AUTO.NS,LONG,10144.5,10120.0,10193.5,2.0,2.02,18.02,False,,OPEN,0.0,Live price unavailable
2026-05-04 18:36:29,2026-05-04 18:36:13,20260504_183521,BAJAJHLDNG.NS,LONG,10443.0,10412.0,10505.0,2.0,1.89,17.89,False,,OPEN,0.0,Live price unavailable
